,hotel,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival,lodgings
16590,City Hotel,No,60,1,1,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient-Party,65,0,0,Check-Out,23/09/2018,21/09/2018,2
16591,City Hotel,No,60,1,1,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient-Party,65,0,0,Check-Out,23/09/2018,21/09/2018,2
16592,City Hotel,No,60,1,1,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient-Party,65,0,0,Check-Out,23/09/2018,21/09/2018,2
16593,City Hotel,No,60,1,1,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient-Party,65,0,0,Check-Out,23/09/2018,21/09/2018,2
16594,City Hotel,No,60,1,1,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient-Party,65,0,0,Check-Out,23/09/2018,21/09/2018,2
16595,City Hotel,No,14,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,124,0,0,Check-Out,24/09/2018,21/09/2018,3
16596,City Hotel,No,93,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,80.75,0,1,Check-Out,24/09/2018,21/09/2018,3
16597,City Hotel,No,0,1,2,2,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,124,0,0,Check-Out,24/09/2018,21/09/2018,3
16598,City Hotel,No,12,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,124,0,2,Check-Out,24/09/2018,21/09/2018,3
16599,City Hotel,No,27,1,2,2,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,0,Transient,97,0,0,Check-Out,24/09/2018,21/09/2018,3
16600,City Hotel,No,38,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,145.8,0,1,Check-Out,24/09/2018,21/09/2018,3
16601,City Hotel,No,17,1,3,2,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,133,1,1,Check-Out,25/09/2018,21/09/2018,4
16602,City Hotel,No,25,1,3,2,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,90.98,0,1,Check-Out,25/09/2018,21/09/2018,4
16603,City Hotel,No,19,1,3,2,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,90.98,0,1,Check-Out,25/09/2018,21/09/2018,4
16604,City Hotel,No,16,1,3,2,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,124,0,2,Check-Out,25/09/2018,21/09/2018,4
16605,City Hotel,No,30,1,3,2,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,111.6,0,1,Check-Out,25/09/2018,21/09/2018,4
16606,City Hotel,No,28,1,4,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,0,Transient,68,0,1,Check-Out,26/09/2018,21/09/2018,5
16607,City Hotel,No,20,1,5,2,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,140.33,0,2,Check-Out,27/09/2018,21/09/2018,6
16608,City Hotel,No,26,1,3,2,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,124,0,0,Check-Out,25/09/2018,21/09/2018,4
16609,City Hotel,No,49,0,1,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40,0,Transient,65,0,0,Check-Out,23/09/2018,22/09/2018,1
16610,City Hotel,No,49,0,1,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40,0,Transient,65,0,0,Check-Out,23/09/2018,22/09/2018,1
16611,City Hotel,No,47,0,1,2,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,7,0,Transient,72.76,0,1,Check-Out,23/09/2018,22/09/2018,1
16612,City Hotel,No,69,0,2,2,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,65,Transient-Party,106,0,0,Check-Out,24/09/2018,22/09/2018,2
16613,City Hotel,No,69,0,2,1,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,65,Transient-Party,83,0,0,Check-Out,24/09/2018,22/09/2018,2
16614,City Hotel,No,27,0,2,1,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,Transient-Party,83,0,0,Check-Out,24/09/2018,22/09/2018,2
16615,City Hotel,No,69,0,2,2,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,65,Transient-Party,106,0,0,Check-Out,24/09/2018,22/09/2018,2
16616,City Hotel,No,69,0,2,2,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,65,Transient-Party,106,0,0,Check-Out,24/09/2018,22/09/2018,2
16617,City Hotel,No,69,0,2,1,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,65,Transient-Party,83,0,0,Check-Out,24/09/2018,22/09/2018,2
16618,City Hotel,No,69,0,2,2,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,65,Transient-Party,106,0,0,Check-Out,24/09/2018,22/09/2018,2
16619,City Hotel,No,69,0,2,2,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,65,Transient-Party,106,0,0,Check-Out,24/09/2018,22/09/2018,2
16620,City Hotel,No,71,0,3,2,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,21,0,Transient-Party,95,0,0,Check-Out,25/09/2018,22/09/2018,3
16621,City Hotel,No,71,0,3,1,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,0,Transient-Party,85,0,0,Check-Out,25/09/2018,22/09/2018,3
16622,City Hotel,No,18,0,3,2,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,133,1,1,Check-Out,25/09/2018,22/09/2018,3
16623,City Hotel,No,71,0,3,2,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,21,0,Transient-Party,95,0,0,Check-Out,25/09/2018,22/09/2018,3
16624,City Hotel,No,24,0,3,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Group,95.48,0,1,Check-Out,25/09/2018,22/09/2018,3
16625,City Hotel,No,25,0,3,2,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,107.03,0,1,Check-Out,25/09/2018,22/09/2018,3
16626,City Hotel,No,71,0,3,2,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,21,0,Transient-Party,95,0,0,Check-Out,25/09/2018,22/09/2018,3
16627,City Hotel,No,28,0,4,2,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,103.87,0,1,Check-Out,26/09/2018,22/09/2018,4
16628,City Hotel,No,62,0,1,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,0,Contract,71.4,0,0,Check-Out,24/09/2018,23/09/2018,1
16629,City Hotel,No,34,0,1,2,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,206,0,0,Check-Out,24/09/2018,23/09/2018,1
16630,City Hotel,No,3,0,1,2,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,3,0,Transient-Party,106,0,0,Check-Out,24/09/2018,23/09/2018,1
16631,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16632,City Hotel,No,47,0,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,94.5,0,1,Check-Out,25/09/2018,23/09/2018,2
16633,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16634,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16635,City Hotel,No,83,0,2,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,0,0,0,Check-Out,25/09/2018,23/09/2018,2
16636,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16637,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16638,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16639,City Hotel,No,83,0,2,3,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,0,Transient-Party,84,0,0,Check-Out,25/09/2018,23/09/2018,2
16640,City Hotel,No,83,0,2,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,0,Transient-Party,60,0,0,Check-Out,25/09/2018,23/09/2018,2
16641,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16642,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16643,City Hotel,No,83,0,2,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16644,City Hotel,No,83,0,2,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,0,0,0,Check-Out,25/09/2018,23/09/2018,2
16645,City Hotel,No,83,0,2,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16646,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,E,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16647,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16648,City Hotel,No,83,0,2,1,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,0,Transient-Party,60,0,0,Check-Out,25/09/2018,23/09/2018,2
16649,City Hotel,No,83,0,2,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,0,Transient-Party,60,0,0,Check-Out,25/09/2018,23/09/2018,2
16650,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16651,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16652,City Hotel,No,83,0,2,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16653,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16654,City Hotel,No,83,0,2,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16655,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16656,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16657,City Hotel,No,83,0,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,A,E,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16658,City Hotel,No,83,0,2,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient-Party,62,0,0,Check-Out,25/09/2018,23/09/2018,2
16659,City Hotel,No,83,0,2,3,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,0,Transient-Party,84,0,0,Check-Out,25/09/2018,23/09/2018,2
16660,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16661,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16662,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16663,City Hotel,No,34,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16664,City Hotel,No,34,0,3,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,52,33,Transient-Party,177.33,0,0,Check-Out,26/09/2018,23/09/2018,3
16665,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16666,City Hotel,No,34,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16667,City Hotel,No,34,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16668,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16669,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16670,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16671,City Hotel,No,34,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16672,City Hotel,No,34,0,3,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,52,33,Transient-Party,177.33,0,0,Check-Out,26/09/2018,23/09/2018,3
16673,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16674,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16675,City Hotel,No,34,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16676,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16677,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16678,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16679,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16680,City Hotel,No,34,0,3,1,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,52,33,Transient-Party,177.33,0,0,Check-Out,26/09/2018,23/09/2018,3
16681,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16682,City Hotel,No,32,0,4,2,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,155.8,0,1,Check-Out,27/09/2018,23/09/2018,4
16683,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16684,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16685,City Hotel,No,34,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16686,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16687,City Hotel,No,34,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16688,City Hotel,No,34,0,3,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,33,Transient-Party,224.67,0,0,Check-Out,26/09/2018,23/09/2018,3
16689,City Hotel,No,39,1,4,2,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,175.08,0,1,Check-Out,28/09/2018,23/09/2018,5
16690,City Hotel,No,27,0,1,2,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,107.03,0,1,Check-Out,25/09/2018,24/09/2018,1
16691,City Hotel,No,50,0,1,2,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,86.4,0,1,Check-Out,25/09/2018,24/09/2018,1
16692,City Hotel,No,1,0,1,1,0,BB,PRT,Complementary,Direct,0,0,0,A,E,0,No Deposit,14,0,Transient,0,0,0,Check-Out,25/09/2018,24/09/2018,1
16693,City Hotel,No,42,0,1,2,0,BB,LBN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,50,0,Transient-Party,85,0,1,Check-Out,25/09/2018,24/09/2018,1
16694,City Hotel,No,86,0,1,2,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,0,Transient-Party,120,0,0,Check-Out,25/09/2018,24/09/2018,1
16695,City Hotel,No,86,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16696,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16697,City Hotel,No,86,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16698,City Hotel,No,29,0,2,2,2,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Contract,212,0,2,Check-Out,26/09/2018,24/09/2018,2
16699,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16700,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16701,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16702,City Hotel,No,30,0,0,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,K,0,No Deposit,28,0,Transient,0,0,0,Check-Out,24/09/2018,24/09/2018,0
16703,City Hotel,No,86,0,2,2,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16704,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16705,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16706,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16707,City Hotel,No,42,0,1,2,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,50,0,Transient-Party,85,0,1,Check-Out,25/09/2018,24/09/2018,1
16708,City Hotel,No,86,0,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16709,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16710,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16711,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16712,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16713,City Hotel,No,86,0,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,1,Check-Out,26/09/2018,24/09/2018,2
16714,City Hotel,No,86,0,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16715,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16716,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16717,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16718,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16719,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16720,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,87.5,0,1,Check-Out,26/09/2018,24/09/2018,2
16721,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16722,City Hotel,No,86,0,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,0,Transient-Party,87.5,0,0,Check-Out,26/09/2018,24/09/2018,2
16723,City Hotel,No,86,0,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16724,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16725,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16726,City Hotel,No,86,0,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16727,City Hotel,No,86,0,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16728,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
16729,City Hotel,No,86,0,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,12,0,Transient-Party,105,0,0,Check-Out,26/09/2018,24/09/2018,2
